day,timestamp,symbol,trades,traded_qty,signed_qty,buy_trades,sell_trades,neutral_trades,unknown_trades,net_buy_ratio
-2,750000,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,753400,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,757800,TOMATOES,1,3,3,1,0,0,0,1.0
-2,758400,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,760600,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,761000,EMERALDS,1,8,8,1,0,0,0,1.0
-2,766500,EMERALDS,1,3,3,1,0,0,0,1.0
-2,767000,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,767700,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,767900,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,768400,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,771200,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,773400,TOMATOES,1,4,4,1,0,0,0,1.0
-2,775500,TOMATOES,1,4,4,1,0,0,0,1.0
-2,776500,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,778600,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,780900,TOMATOES,1,3,3,1,0,0,0,1.0
-2,783400,EMERALDS,1,7,7,1,0,0,0,1.0
-2,784200,TOMATOES,1,3,3,1,0,0,0,1.0
-2,786500,TOMATOES,1,3,3,1,0,0,0,1.0
-2,792000,EMERALDS,1,4,4,1,0,0,0,1.0
-2,793300,TOMATOES,1,5,5,1,0,0,0,1.0
-2,796100,TOMATOES,1,5,5,1,0,0,0,1.0
-2,797300,TOMATOES,1,2,2,1,0,0,0,1.0
-2,797800,EMERALDS,1,8,-8,0,1,0,0,-1.0
-2,799100,TOMATOES,1,5,5,1,0,0,0,1.0
-2,799300,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,800400,TOMATOES,1,3,3,1,0,0,0,1.0
-2,803000,TOMATOES,1,3,3,1,0,0,0,1.0
-2,806200,EMERALDS,1,7,-7,0,1,0,0,-1.0
-2,808200,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,808900,EMERALDS,1,3,-3,0,1,0,0,-1.0
-2,808900,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,811500,EMERALDS,1,5,-5,0,1,0,0,-1.0
-2,811900,TOMATOES,1,5,5,1,0,0,0,1.0
-2,814600,TOMATOES,1,3,3,1,0,0,0,1.0
-2,815100,TOMATOES,1,5,5,1,0,0,0,1.0
-2,815300,TOMATOES,1,2,2,1,0,0,0,1.0
-2,817800,EMERALDS,1,4,-4,0,1,0,0,-1.0
-2,818800,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,822100,EMERALDS,1,4,-4,0,1,0,0,-1.0
-2,822100,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,822200,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,822500,EMERALDS,1,7,7,1,0,0,0,1.0
-2,822700,EMERALDS,1,7,7,1,0,0,0,1.0
-2,823100,EMERALDS,1,3,3,1,0,0,0,1.0
-2,824000,EMERALDS,1,6,-6,0,1,0,0,-1.0
-2,825300,TOMATOES,1,4,4,1,0,0,0,1.0
-2,826800,EMERALDS,1,6,-6,0,1,0,0,-1.0
-2,829300,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,830400,TOMATOES,1,4,4,1,0,0,0,1.0
-2,833200,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,833500,TOMATOES,1,5,5,1,0,0,0,1.0
-2,834700,EMERALDS,1,8,8,1,0,0,0,1.0
-2,837600,EMERALDS,1,7,7,1,0,0,0,1.0
-2,839200,EMERALDS,1,3,3,1,0,0,0,1.0
-2,845200,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,846300,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,846400,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,848000,EMERALDS,1,7,7,1,0,0,0,1.0
-2,848300,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,849500,EMERALDS,1,6,-6,0,1,0,0,-1.0
-2,851000,EMERALDS,1,7,7,1,0,0,0,1.0
-2,851300,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,853700,TOMATOES,1,5,5,1,0,0,0,1.0
-2,855100,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,856000,TOMATOES,1,2,2,1,0,0,0,1.0
-2,856600,TOMATOES,1,4,4,1,0,0,0,1.0
-2,858500,TOMATOES,1,5,5,1,0,0,0,1.0
-2,860200,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,860400,TOMATOES,1,5,5,1,0,0,0,1.0
-2,861500,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,862300,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,864100,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,864900,EMERALDS,1,5,-5,0,1,0,0,-1.0
-2,864900,TOMATOES,1,4,4,1,0,0,0,1.0
-2,867700,TOMATOES,1,5,5,1,0,0,0,1.0
-2,868200,EMERALDS,1,5,-5,0,1,0,0,-1.0
-2,868300,TOMATOES,1,5,5,1,0,0,0,1.0
-2,868600,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,870400,EMERALDS,1,7,7,1,0,0,0,1.0
-2,871800,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,873300,TOMATOES,1,3,3,1,0,0,0,1.0
-2,876000,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,884000,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,884100,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,886000,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,886600,TOMATOES,1,2,2,1,0,0,0,1.0
-2,889100,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,889900,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,890100,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,891100,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,891200,EMERALDS,1,8,8,1,0,0,0,1.0
-2,893200,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,894700,TOMATOES,1,5,5,1,0,0,0,1.0
-2,895400,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,896700,TOMATOES,1,6,6,1,0,0,0,1.0
-2,898100,TOMATOES,1,4,4,1,0,0,0,1.0
-2,898300,TOMATOES,1,4,4,1,0,0,0,1.0
-2,900000,TOMATOES,1,3,3,1,0,0,0,1.0
-2,901700,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,902600,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,906300,TOMATOES,1,5,5,1,0,0,0,1.0
-2,906500,TOMATOES,1,3,3,1,0,0,0,1.0
-2,909600,EMERALDS,1,3,3,1,0,0,0,1.0
-2,910000,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,910800,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,912100,TOMATOES,1,3,-3,0,1,0,0,-1.0
-2,913500,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,916800,TOMATOES,1,5,5,1,0,0,0,1.0
-2,919800,EMERALDS,1,3,3,1,0,0,0,1.0
-2,923000,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,927400,EMERALDS,1,5,-5,0,1,0,0,-1.0
-2,928900,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,932900,EMERALDS,1,5,5,1,0,0,0,1.0
-2,937200,TOMATOES,1,4,4,1,0,0,0,1.0
-2,940200,EMERALDS,1,7,7,1,0,0,0,1.0
-2,941100,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,942400,EMERALDS,1,6,-6,0,1,0,0,-1.0
-2,943600,EMERALDS,1,6,-6,0,1,0,0,-1.0
-2,945100,TOMATOES,1,4,4,1,0,0,0,1.0
-2,947200,EMERALDS,1,4,4,1,0,0,0,1.0
-2,949400,EMERALDS,1,6,6,1,0,0,0,1.0
-2,949800,TOMATOES,1,5,5,1,0,0,0,1.0
-2,950000,EMERALDS,1,8,8,1,0,0,0,1.0
-2,950300,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,950600,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,952400,EMERALDS,1,6,-6,0,1,0,0,-1.0
-2,954600,EMERALDS,1,5,5,1,0,0,0,1.0
-2,957400,EMERALDS,1,8,8,1,0,0,0,1.0
-2,957800,TOMATOES,1,2,2,1,0,0,0,1.0
-2,958200,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,960300,EMERALDS,1,4,4,1,0,0,0,1.0
-2,961000,TOMATOES,1,5,5,1,0,0,0,1.0
-2,961100,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,962800,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,965400,TOMATOES,1,4,-4,0,1,0,0,-1.0
-2,966900,EMERALDS,1,6,6,1,0,0,0,1.0
-2,968300,TOMATOES,1,4,4,1,0,0,0,1.0
-2,969000,EMERALDS,1,3,3,1,0,0,0,1.0
-2,969000,TOMATOES,1,2,2,1,0,0,0,1.0
-2,969800,TOMATOES,1,2,2,1,0,0,0,1.0
-2,972700,TOMATOES,1,2,2,1,0,0,0,1.0
-2,973400,TOMATOES,1,3,3,1,0,0,0,1.0
-2,973600,TOMATOES,1,2,-2,0,1,0,0,-1.0
-2,974800,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,976300,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,980300,TOMATOES,1,3,3,1,0,0,0,1.0
-2,985400,TOMATOES,1,2,2,1,0,0,0,1.0
-2,985800,TOMATOES,1,2,2,1,0,0,0,1.0
-2,986100,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,988600,TOMATOES,1,5,-5,0,1,0,0,-1.0
-2,989300,TOMATOES,1,2,2,1,0,0,0,1.0
-2,991500,TOMATOES,1,2,2,1,0,0,0,1.0
-2,991700,TOMATOES,1,4,-4,0,1,0,0,-1.0
-1,3200,EMERALDS,1,8,-8,0,1,0,0,-1.0
-1,3400,TOMATOES,1,2,2,1,0,0,0,1.0
-1,5000,EMERALDS,1,7,-7,0,1,0,0,-1.0
-1,7000,TOMATOES,1,4,4,1,0,0,0,1.0
-1,9600,TOMATOES,1,5,-5,0,1,0,0,-1.0
-1,9900,TOMATOES,1,4,-4,0,1,0,0,-1.0
-1,16400,TOMATOES,1,2,-2,0,1,0,0,-1.0
-1,17900,TOMATOES,1,2,2,1,0,0,0,1.0
-1,22200,TOMATOES,1,3,3,1,0,0,0,1.0
-1,23500,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,24600,TOMATOES,1,5,5,1,0,0,0,1.0
-1,26100,TOMATOES,1,2,-2,0,1,0,0,-1.0
-1,31400,EMERALDS,1,3,3,1,0,0,0,1.0
-1,34700,TOMATOES,1,4,4,1,0,0,0,1.0
-1,36400,TOMATOES,1,2,-2,0,1,0,0,-1.0
-1,36700,TOMATOES,1,2,-2,0,1,0,0,-1.0
-1,39400,TOMATOES,1,2,-2,0,1,0,0,-1.0
-1,39900,EMERALDS,1,7,-7,0,1,0,0,-1.0
-1,42400,EMERALDS,1,5,-5,0,1,0,0,-1.0
-1,43900,TOMATOES,1,5,5,1,0,0,0,1.0
-1,51300,EMERALDS,1,7,-7,0,1,0,0,-1.0
-1,52800,TOMATOES,1,4,4,1,0,0,0,1.0
-1,53100,TOMATOES,1,2,2,1,0,0,0,1.0
-1,53600,TOMATOES,1,2,2,1,0,0,0,1.0
-1,54400,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,55300,EMERALDS,1,6,-6,0,1,0,0,-1.0
-1,55700,EMERALDS,1,4,-4,0,1,0,0,-1.0
-1,59700,TOMATOES,1,5,5,1,0,0,0,1.0
-1,62700,EMERALDS,1,8,-8,0,1,0,0,-1.0
-1,64100,TOMATOES,1,4,-4,0,1,0,0,-1.0
-1,66100,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,66700,EMERALDS,1,7,7,1,0,0,0,1.0
-1,67300,EMERALDS,1,7,-7,0,1,0,0,-1.0
-1,70600,TOMATOES,1,2,2,1,0,0,0,1.0
-1,71200,TOMATOES,1,2,2,1,0,0,0,1.0
-1,73500,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,73700,EMERALDS,1,3,-3,0,1,0,0,-1.0
-1,74200,TOMATOES,1,3,3,1,0,0,0,1.0
-1,75200,TOMATOES,1,4,-4,0,1,0,0,-1.0
-1,78300,TOMATOES,1,5,5,1,0,0,0,1.0
-1,79100,TOMATOES,1,5,-5,0,1,0,0,-1.0
-1,80300,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,80400,EMERALDS,1,3,-3,0,1,0,0,-1.0
-1,80900,TOMATOES,1,2,-2,0,1,0,0,-1.0
-1,81000,TOMATOES,1,4,-4,0,1,0,0,-1.0
-1,81400,TOMATOES,1,5,-5,0,1,0,0,-1.0
-1,83800,EMERALDS,1,7,-7,0,1,0,0,-1.0
-1,84500,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,85500,TOMATOES,1,2,-2,0,1,0,0,-1.0
-1,86000,TOMATOES,1,5,5,1,0,0,0,1.0
-1,87600,EMERALDS,1,8,-8,0,1,0,0,-1.0
-1,93900,EMERALDS,1,7,7,1,0,0,0,1.0
-1,94000,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,95100,EMERALDS,1,7,-7,0,1,0,0,-1.0
-1,96500,EMERALDS,1,6,6,1,0,0,0,1.0
-1,97200,TOMATOES,1,4,-4,0,1,0,0,-1.0
-1,97500,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,98000,EMERALDS,1,7,-7,0,1,0,0,-1.0
-1,98400,EMERALDS,1,7,7,1,0,0,0,1.0
-1,101200,EMERALDS,1,6,6,1,0,0,0,1.0
-1,101600,EMERALDS,1,6,6,1,0,0,0,1.0
-1,103700,EMERALDS,1,5,-5,0,1,0,0,-1.0
-1,108000,EMERALDS,1,4,-4,0,1,0,0,-1.0
-1,110200,TOMATOES,1,5,-5,0,1,0,0,-1.0
-1,110700,EMERALDS,1,6,-6,0,1,0,0,-1.0
-1,111900,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,112000,TOMATOES,1,4,4,1,0,0,0,1.0
-1,113000,TOMATOES,1,4,4,1,0,0,0,1.0
-1,116300,TOMATOES,1,2,2,1,0,0,0,1.0
-1,120900,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,124800,TOMATOES,1,2,-2,0,1,0,0,-1.0
-1,128400,EMERALDS,1,3,-3,0,1,0,0,-1.0
-1,128700,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,129000,TOMATOES,1,2,2,1,0,0,0,1.0
-1,130500,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,130900,TOMATOES,1,2,-2,0,1,0,0,-1.0
-1,131700,EMERALDS,1,8,8,1,0,0,0,1.0
-1,131900,TOMATOES,1,4,4,1,0,0,0,1.0
-1,132100,EMERALDS,1,6,-6,0,1,0,0,-1.0
-1,132100,TOMATOES,1,4,-4,0,1,0,0,-1.0
-1,133400,TOMATOES,1,4,4,1,0,0,0,1.0
-1,133700,EMERALDS,1,8,8,1,0,0,0,1.0
-1,133900,EMERALDS,1,3,-3,0,1,0,0,-1.0
-1,135500,EMERALDS,1,5,-5,0,1,0,0,-1.0
-1,135600,EMERALDS,1,7,-7,0,1,0,0,-1.0
-1,136200,TOMATOES,1,4,-4,0,1,0,0,-1.0
-1,137600,TOMATOES,1,5,5,1,0,0,0,1.0
-1,141300,EMERALDS,1,6,-6,0,1,0,0,-1.0
-1,141700,TOMATOES,1,5,-5,0,1,0,0,-1.0
-1,144200,TOMATOES,1,2,-2,0,1,0,0,-1.0
-1,146100,EMERALDS,1,4,4,1,0,0,0,1.0
-1,151500,TOMATOES,1,2,-2,0,1,0,0,-1.0
-1,152000,EMERALDS,1,4,-4,0,1,0,0,-1.0
-1,153400,TOMATOES,1,4,4,1,0,0,0,1.0
-1,154700,EMERALDS,1,6,-6,0,1,0,0,-1.0
-1,156700,TOMATOES,1,3,3,1,0,0,0,1.0
-1,157600,TOMATOES,1,3,3,1,0,0,0,1.0
-1,158300,EMERALDS,1,3,3,1,0,0,0,1.0
-1,158900,TOMATOES,1,2,-2,0,1,0,0,-1.0
-1,159200,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,161000,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,161800,TOMATOES,1,2,-2,0,1,0,0,-1.0
-1,162400,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,162900,TOMATOES,1,5,-5,0,1,0,0,-1.0
-1,167300,TOMATOES,1,2,-2,0,1,0,0,-1.0
-1,168200,TOMATOES,1,4,4,1,0,0,0,1.0
-1,170100,EMERALDS,1,6,6,1,0,0,0,1.0
-1,170800,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,176000,TOMATOES,1,4,4,1,0,0,0,1.0
-1,176300,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,176900,TOMATOES,1,2,-2,0,1,0,0,-1.0
-1,180300,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,181100,TOMATOES,1,4,-4,0,1,0,0,-1.0
-1,182600,TOMATOES,1,5,-5,0,1,0,0,-1.0
-1,182700,EMERALDS,1,5,5,1,0,0,0,1.0
-1,185200,TOMATOES,1,3,3,1,0,0,0,1.0
-1,187100,TOMATOES,1,2,2,1,0,0,0,1.0
-1,187600,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,188300,TOMATOES,1,5,5,1,0,0,0,1.0
-1,189000,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,191700,TOMATOES,1,3,3,1,0,0,0,1.0
-1,192700,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,195700,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,202200,TOMATOES,1,3,3,1,0,0,0,1.0
-1,203600,TOMATOES,1,4,4,1,0,0,0,1.0
-1,206300,TOMATOES,1,2,2,1,0,0,0,1.0
-1,206400,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,207200,TOMATOES,1,4,-4,0,1,0,0,-1.0
-1,207500,EMERALDS,1,7,7,1,0,0,0,1.0
-1,210000,EMERALDS,1,6,-6,0,1,0,0,-1.0
-1,212200,EMERALDS,1,5,-5,0,1,0,0,-1.0
-1,212200,TOMATOES,1,4,-4,0,1,0,0,-1.0
-1,213300,TOMATOES,1,2,-2,0,1,0,0,-1.0
-1,215500,TOMATOES,1,3,3,1,0,0,0,1.0
-1,216000,TOMATOES,1,4,4,1,0,0,0,1.0
-1,218400,EMERALDS,1,3,3,1,0,0,0,1.0
-1,218700,TOMATOES,1,4,4,1,0,0,0,1.0
-1,218800,TOMATOES,1,5,-5,0,1,0,0,-1.0
-1,218900,TOMATOES,1,2,-2,0,1,0,0,-1.0
-1,219300,EMERALDS,1,3,3,1,0,0,0,1.0
-1,225900,EMERALDS,1,8,8,1,0,0,0,1.0
-1,226300,TOMATOES,1,5,5,1,0,0,0,1.0
-1,227300,TOMATOES,1,5,5,1,0,0,0,1.0
-1,229400,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,231600,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,233200,TOMATOES,1,3,3,1,0,0,0,1.0
-1,234400,EMERALDS,1,8,8,1,0,0,0,1.0
-1,236300,EMERALDS,1,3,3,1,0,0,0,1.0
-1,239100,TOMATOES,1,5,5,1,0,0,0,1.0
-1,242000,EMERALDS,1,5,5,1,0,0,0,1.0
-1,243600,EMERALDS,1,4,-4,0,1,0,0,-1.0
-1,248700,TOMATOES,1,4,-4,0,1,0,0,-1.0
-1,249000,TOMATOES,1,4,4,1,0,0,0,1.0
-1,249800,TOMATOES,1,2,2,1,0,0,0,1.0
-1,250200,TOMATOES,1,2,2,1,0,0,0,1.0
-1,251800,TOMATOES,1,2,2,1,0,0,0,1.0
-1,252300,TOMATOES,1,4,-4,0,1,0,0,-1.0
-1,259000,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,261900,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,262900,EMERALDS,1,8,8,1,0,0,0,1.0
-1,267600,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,269100,TOMATOES,1,2,2,1,0,0,0,1.0
-1,269700,TOMATOES,1,4,4,1,0,0,0,1.0
-1,274300,TOMATOES,1,2,-2,0,1,0,0,-1.0
-1,276300,TOMATOES,1,5,-5,0,1,0,0,-1.0
-1,278600,TOMATOES,1,4,-4,0,1,0,0,-1.0
-1,280400,TOMATOES,1,5,5,1,0,0,0,1.0
-1,281700,TOMATOES,1,4,-4,0,1,0,0,-1.0
-1,282200,TOMATOES,1,4,4,1,0,0,0,1.0
-1,282500,TOMATOES,1,5,5,1,0,0,0,1.0
-1,282600,TOMATOES,1,3,3,1,0,0,0,1.0
-1,285700,EMERALDS,1,6,-6,0,1,0,0,-1.0
-1,286800,TOMATOES,1,2,2,1,0,0,0,1.0
-1,288700,TOMATOES,1,2,2,1,0,0,0,1.0
-1,290400,TOMATOES,1,3,3,1,0,0,0,1.0
-1,291700,TOMATOES,1,5,-5,0,1,0,0,-1.0
-1,294500,EMERALDS,1,4,4,1,0,0,0,1.0
-1,296100,TOMATOES,1,5,-5,0,1,0,0,-1.0
-1,296700,TOMATOES,1,5,5,1,0,0,0,1.0
-1,297400,EMERALDS,1,7,-7,0,1,0,0,-1.0
-1,298900,EMERALDS,1,7,-7,0,1,0,0,-1.0
-1,300000,EMERALDS,1,5,5,1,0,0,0,1.0
-1,300100,TOMATOES,1,2,2,1,0,0,0,1.0
-1,301000,TOMATOES,1,4,4,1,0,0,0,1.0
-1,305700,TOMATOES,1,4,4,1,0,0,0,1.0
-1,307900,TOMATOES,1,2,-2,0,1,0,0,-1.0
-1,308200,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,309300,EMERALDS,1,4,4,1,0,0,0,1.0
-1,312600,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,314200,TOMATOES,1,3,3,1,0,0,0,1.0
-1,314400,EMERALDS,1,8,-8,0,1,0,0,-1.0
-1,315900,EMERALDS,1,8,-8,0,1,0,0,-1.0
-1,316000,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,316400,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,318400,TOMATOES,1,4,4,1,0,0,0,1.0
-1,323700,TOMATOES,1,5,5,1,0,0,0,1.0
-1,325600,TOMATOES,1,2,-2,0,1,0,0,-1.0
-1,326400,TOMATOES,1,3,3,1,0,0,0,1.0
-1,326800,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,326900,TOMATOES,1,2,2,1,0,0,0,1.0
-1,327400,EMERALDS,1,4,-4,0,1,0,0,-1.0
-1,328200,TOMATOES,1,2,2,1,0,0,0,1.0
-1,328900,TOMATOES,1,5,-5,0,1,0,0,-1.0
-1,329400,TOMATOES,1,5,-5,0,1,0,0,-1.0
-1,330300,TOMATOES,1,4,-4,0,1,0,0,-1.0
-1,331300,TOMATOES,1,5,5,1,0,0,0,1.0
-1,331400,TOMATOES,1,3,3,1,0,0,0,1.0
-1,331600,TOMATOES,1,4,4,1,0,0,0,1.0
-1,333000,TOMATOES,1,2,-2,0,1,0,0,-1.0
-1,335500,EMERALDS,1,3,-3,0,1,0,0,-1.0
-1,336100,EMERALDS,1,8,8,1,0,0,0,1.0
-1,339400,TOMATOES,1,3,3,1,0,0,0,1.0
-1,343200,TOMATOES,1,4,-4,0,1,0,0,-1.0
-1,351500,TOMATOES,1,5,5,1,0,0,0,1.0
-1,353400,TOMATOES,1,2,2,1,0,0,0,1.0
-1,353600,TOMATOES,1,2,2,1,0,0,0,1.0
-1,356500,EMERALDS,1,8,8,1,0,0,0,1.0
-1,360100,EMERALDS,1,5,-5,0,1,0,0,-1.0
-1,360700,TOMATOES,1,4,4,1,0,0,0,1.0
-1,364000,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,366100,TOMATOES,1,2,-2,0,1,0,0,-1.0
-1,366200,TOMATOES,1,4,4,1,0,0,0,1.0
-1,368200,TOMATOES,1,4,4,1,0,0,0,1.0
-1,368300,TOMATOES,1,4,4,1,0,0,0,1.0
-1,368900,TOMATOES,1,4,-4,0,1,0,0,-1.0
-1,369300,EMERALDS,1,4,-4,0,1,0,0,-1.0
-1,370700,TOMATOES,1,2,-2,0,1,0,0,-1.0
-1,374500,TOMATOES,1,2,2,1,0,0,0,1.0
-1,375500,TOMATOES,1,4,4,1,0,0,0,1.0
-1,380300,TOMATOES,1,3,3,1,0,0,0,1.0
-1,383000,TOMATOES,1,4,4,1,0,0,0,1.0
-1,383600,EMERALDS,1,5,5,1,0,0,0,1.0
-1,384400,TOMATOES,1,5,-5,0,1,0,0,-1.0
-1,385100,EMERALDS,1,5,5,1,0,0,0,1.0
-1,385300,TOMATOES,1,4,-4,0,1,0,0,-1.0
-1,388600,TOMATOES,1,2,-2,0,1,0,0,-1.0
-1,388900,TOMATOES,1,5,5,1,0,0,0,1.0
-1,390000,TOMATOES,1,5,5,1,0,0,0,1.0
-1,390100,TOMATOES,1,5,5,1,0,0,0,1.0
-1,390600,TOMATOES,1,4,4,1,0,0,0,1.0
-1,392300,EMERALDS,1,5,-5,0,1,0,0,-1.0
-1,392600,TOMATOES,1,2,2,1,0,0,0,1.0
-1,396700,EMERALDS,1,4,-4,0,1,0,0,-1.0
-1,398500,EMERALDS,1,4,4,1,0,0,0,1.0
-1,398600,TOMATOES,1,2,-2,0,1,0,0,-1.0
-1,400200,TOMATOES,1,6,6,1,0,0,0,1.0
-1,401400,TOMATOES,1,3,3,1,0,0,0,1.0
-1,402200,TOMATOES,1,5,-5,0,1,0,0,-1.0
-1,403300,EMERALDS,1,6,-6,0,1,0,0,-1.0
-1,404900,TOMATOES,1,5,5,1,0,0,0,1.0
-1,405200,TOMATOES,1,5,-5,0,1,0,0,-1.0
-1,407000,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,408400,TOMATOES,1,4,-4,0,1,0,0,-1.0
-1,408700,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,410300,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,412400,EMERALDS,1,5,-5,0,1,0,0,-1.0
-1,413800,TOMATOES,1,5,-5,0,1,0,0,-1.0
-1,414500,TOMATOES,1,4,-4,0,1,0,0,-1.0
-1,414600,TOMATOES,1,2,-2,0,1,0,0,-1.0
-1,415000,TOMATOES,1,3,3,1,0,0,0,1.0
-1,415300,TOMATOES,1,5,-5,0,1,0,0,-1.0
-1,415900,EMERALDS,1,6,-6,0,1,0,0,-1.0
-1,416000,EMERALDS,1,7,-7,0,1,0,0,-1.0
-1,416200,TOMATOES,1,4,-4,0,1,0,0,-1.0
-1,416500,EMERALDS,1,5,5,1,0,0,0,1.0
-1,417600,TOMATOES,1,2,2,1,0,0,0,1.0
-1,417700,TOMATOES,1,2,2,1,0,0,0,1.0
-1,418000,EMERALDS,1,4,-4,0,1,0,0,-1.0
-1,420000,TOMATOES,1,4,4,1,0,0,0,1.0
-1,421600,TOMATOES,1,5,5,1,0,0,0,1.0
-1,422000,TOMATOES,1,5,5,1,0,0,0,1.0
-1,422800,TOMATOES,1,2,-2,0,1,0,0,-1.0
-1,424700,EMERALDS,1,6,6,1,0,0,0,1.0
-1,426700,EMERALDS,1,5,-5,0,1,0,0,-1.0
-1,427100,TOMATOES,1,3,-3,0,1,0,0,-1.0
-1,431400,TOMATOES,1,5,-5,0,1,0,0,-1.0
-1,434400,EMERALDS,1,8,-8,0,1,0,0,-1.0
-1,438400,TOMATOES,1,5,5,1,0,0,0,1.0
-1,439100,EMERALDS,1,5,5,1,0,0,0,1.0
